,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Name,Date
79,1891.37,1894.99,1847.44,1861.64,3766200,0.0,0,AMZN,"Amazon.com, Inc.",2020-01-24
80,1820.0,1841.0,1815.34,1828.34,3528500,0.0,0,AMZN,"Amazon.com, Inc.",2020-01-27
81,1840.5,1858.11,1830.02,1853.25,2808000,0.0,0,AMZN,"Amazon.com, Inc.",2020-01-28
82,1864.0,1874.75,1855.02,1858.0,2088000,0.0,0,AMZN,"Amazon.com, Inc.",2020-01-29
83,1858.0,1872.87,1850.61,1870.68,6327400,0.0,0,AMZN,"Amazon.com, Inc.",2020-01-30
84,2051.47,2055.72,2002.27,2008.72,15567300,0.0,0,AMZN,"Amazon.com, Inc.",2020-01-31
85,2010.6,2048.5,2000.25,2004.2,5899100,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-03
86,2029.88,2059.8,2015.37,2049.67,5289300,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-04
87,2071.02,2071.02,2032.0,2039.87,4376200,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-05
88,2041.02,2056.3,2024.8,2050.23,3183000,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-06
89,2041.99,2098.53,2038.1,2079.28,5095300,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-07
90,2085.01,2135.6,2084.96,2133.91,5056200,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-10
91,2150.9,2185.95,2136.0,2150.8,5746000,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-11
92,2163.2,2180.25,2155.29,2160.0,3334300,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-12
93,2144.99,2170.28,2142.0,2149.87,3031800,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-13
94,2155.68,2159.04,2125.89,2134.87,2606200,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-14
95,2125.02,2166.07,2124.11,2155.67,2945600,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-18
96,2167.8,2185.1,2161.12,2170.22,2561200,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-19
97,2173.07,2176.79,2127.45,2153.1,3131300,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-20
98,2142.15,2144.55,2088.0,2095.97,4646300,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-21
99,2003.18,2039.3,1987.97,2009.29,6547000,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-24
100,2026.42,2034.6,1958.42,1972.74,6219100,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-25
101,1970.28,2014.67,1960.45,1979.59,5224600,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-26
102,1934.38,1975.0,1882.76,1884.3,8144000,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-27
103,1814.63,1889.76,1811.13,1883.75,9493800,0.0,0,AMZN,"Amazon.com, Inc.",2020-02-28
104,1906.49,1954.51,1870.0,1953.95,6761700,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-02
105,1975.37,1996.33,1888.09,1908.99,7534500,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-03
106,1946.57,1978.0,1922.0,1975.83,4772900,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-04
107,1933.0,1960.72,1910.0,1924.03,4748200,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-05
108,1875.0,1910.87,1869.5,1901.09,5273600,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-06
109,1773.86,1862.77,1761.29,1800.61,7813200,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-09
110,1870.88,1894.27,1818.17,1891.82,7133300,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-10
111,1857.85,1871.32,1801.5,1820.86,5624800,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-11
112,1721.98,1765.0,1675.0,1676.61,11346200,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-12
113,1755.0,1786.31,1680.62,1785.0,8809700,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-13
114,1641.51,1759.45,1626.03,1689.15,8917300,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-16
115,1775.47,1857.78,1689.24,1807.84,10917100,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-17
116,1750.0,1841.66,1745.0,1830.0,9645200,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-18
117,1860.0,1945.0,1832.65,1880.93,10399900,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-19
118,1926.31,1957.0,1820.73,1846.09,9817900,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-20
119,1827.75,1919.4,1812.0,1902.83,7808500,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-23
120,1951.5,1955.0,1900.34,1940.1,7147100,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-24
121,1920.69,1950.26,1885.78,1885.84,6479100,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-25
122,1902.0,1956.49,1889.29,1955.49,6221300,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-26
123,1930.86,1939.79,1899.92,1900.1,5379600,0.0,0,AMZN,"Amazon.com, Inc.",2020-03-27
124,158.56,158.59,156.3,157.16,16348400,0.0,0,MSFT,Microsoft Corporation,2019-12-30
125,156.34,157.34,156.02,157.27,18369400,0.0,0,MSFT,Microsoft Corporation,2019-12-31
126,158.35,160.29,157.9,160.18,22622100,0.0,0,MSFT,Microsoft Corporation,2020-01-02
127,157.89,159.51,157.63,158.19,21116200,0.0,0,MSFT,Microsoft Corporation,2020-01-03
128,156.65,158.67,156.08,158.6,20813700,0.0,0,MSFT,Microsoft Corporation,2020-01-06
129,158.89,159.24,156.89,157.15,21634100,0.0,0,MSFT,Microsoft Corporation,2020-01-07
130,158.5,160.36,157.52,159.65,27746500,0.0,0,MSFT,Microsoft Corporation,2020-01-08
131,161.4,161.78,160.59,161.65,21385000,0.0,0,MSFT,Microsoft Corporation,2020-01-09
132,162.38,162.78,160.74,160.9,20725900,0.0,0,MSFT,Microsoft Corporation,2020-01-10
133,161.32,162.87,160.82,162.84,21626500,0.0,0,MSFT,Microsoft Corporation,2020-01-13
134,162.94,163.15,161.28,161.69,23477400,0.0,0,MSFT,Microsoft Corporation,2020-01-14
135,162.18,163.49,162.13,162.74,21417900,0.0,0,MSFT,Microsoft Corporation,2020-01-15
136,163.9,165.79,163.58,165.72,23865400,0.0,0,MSFT,Microsoft Corporation,2020-01-16
137,166.96,167.01,164.98,166.64,34371700,0.0,0,MSFT,Microsoft Corporation,2020-01-17
138,166.23,167.73,165.98,166.05,29517200,0.0,0,MSFT,Microsoft Corporation,2020-01-21
139,166.94,167.03,165.23,165.25,24138800,0.0,0,MSFT,Microsoft Corporation,2020-01-22
140,165.74,166.35,164.82,166.27,19680800,0.0,0,MSFT,Microsoft Corporation,2020-01-23
141,167.05,167.07,164.0,164.59,24918100,0.0,0,MSFT,Microsoft Corporation,2020-01-24
142,160.71,162.93,159.76,161.84,32078100,0.0,0,MSFT,Microsoft Corporation,2020-01-27
143,163.33,165.31,162.63,165.01,24899900,0.0,0,MSFT,Microsoft Corporation,2020-01-28
144,167.38,168.29,165.24,167.58,34754500,0.0,0,MSFT,Microsoft Corporation,2020-01-29
145,173.58,173.58,170.32,172.31,51597500,0.0,0,MSFT,Microsoft Corporation,2020-01-30
146,171.74,171.93,169.12,169.77,36142700,0.0,0,MSFT,Microsoft Corporation,2020-01-31
147,169.97,174.02,169.94,173.9,30149100,0.0,0,MSFT,Microsoft Corporation,2020-02-03
148,176.66,180.15,175.83,179.63,36433300,0.0,0,MSFT,Microsoft Corporation,2020-02-04
149,183.53,183.7,177.92,179.41,39186300,0.0,0,MSFT,Microsoft Corporation,2020-02-05
150,180.48,183.32,179.57,183.13,27751400,0.0,0,MSFT,Microsoft Corporation,2020-02-06
151,182.35,185.12,181.98,183.39,33529100,0.0,0,MSFT,Microsoft Corporation,2020-02-07
152,183.08,188.33,182.75,188.19,35844300,0.0,0,MSFT,Microsoft Corporation,2020-02-10
153,190.13,190.18,183.0,183.94,53159900,0.0,0,MSFT,Microsoft Corporation,2020-02-11
154,185.07,185.34,181.35,184.21,47062900,0.0,0,MSFT,Microsoft Corporation,2020-02-12
155,182.58,185.72,182.37,183.21,35295800,0.0,0,MSFT,Microsoft Corporation,2020-02-13
156,182.75,184.9,182.15,184.85,23149500,0.0,0,MSFT,Microsoft Corporation,2020-02-14
157,185.1,187.19,184.99,186.72,27792200,0.0,0,MSFT,Microsoft Corporation,2020-02-18
158,188.06,188.18,186.47,187.28,29997500,0.51,0,MSFT,Microsoft Corporation,2020-02-19
159,186.95,187.25,181.1,184.42,36862400,0.0,0,MSFT,Microsoft Corporation,2020-02-20
160,183.17,183.5,177.25,178.59,48572600,0.0,0,MSFT,Microsoft Corporation,2020-02-21
161,167.77,174.55,163.23,170.89,68311100,0.0,0,MSFT,Microsoft Corporation,2020-02-24
162,174.2,174.84,167.65,168.07,68073300,0.0,0,MSFT,Microsoft Corporation,2020-02-25
163,169.71,173.26,168.21,170.17,56206100,0.0,0,MSFT,Microsoft Corporation,2020-02-26
164,163.32,167.03,157.98,158.18,93174900,0.0,0,MSFT,Microsoft Corporation,2020-02-27
165,152.41,163.71,152.0,162.01,97073600,0.0,0,MSFT,Microsoft Corporation,2020-02-28
166,165.31,172.92,162.31,172.79,71030800,0.0,0,MSFT,Microsoft Corporation,2020-03-02
167,173.8,175.0,162.26,164.51,71677000,0.0,0,MSFT,Microsoft Corporation,2020-03-03
168,168.49,170.7,165.62,170.55,49814400,0.0,0,MSFT,Microsoft Corporation,2020-03-04
169,166.05,170.87,165.69,166.27,47817300,0.0,0,MSFT,Microsoft Corporation,2020-03-05
170,162.61,163.11,156.0,161.57,72821100,0.0,0,MSFT,Microsoft Corporation,2020-03-06
171,151.0,157.75,150.0,150.62,70419300,0.0,0,MSFT,Microsoft Corporation,2020-03-09
172,158.16,161.03,152.58,160.92,65354400,0.0,0,MSFT,Microsoft Corporation,2020-03-10
173,157.13,157.7,151.15,153.63,56371600,0.0,0,MSFT,Microsoft Corporation,2020-03-11
174,145.3,153.47,138.58,139.06,93226400,0.0,0,MSFT,Microsoft Corporation,2020-03-12
175,147.5,161.91,140.73,158.83,92727400,0.0,0,MSFT,Microsoft Corporation,2020-03-13
176,140.0,149.35,135.0,135.42,87905900,0.0,0,MSFT,Microsoft Corporation,2020-03-16
177,140.0,147.5,135.0,146.57,81059800,0.0,0,MSFT,Microsoft Corporation,2020-03-17
178,138.0,146.0,135.02,140.4,81593200,0.0,0,MSFT,Microsoft Corporation,2020-03-18
179,142.77,150.15,139.0,142.71,85922700,0.0,0,MSFT,Microsoft Corporation,2020-03-19
180,146.0,147.1,135.86,137.35,84866200,0.0,0,MSFT,Microsoft Corporation,2020-03-20
181,137.01,140.57,132.52,135.98,78975200,0.0,0,MSFT,Microsoft Corporation,2020-03-23
182,143.75,149.6,141.27,148.34,82516700,0.0,0,MSFT,Microsoft Corporation,2020-03-24
183,148.91,154.33,144.44,146.92,75638200,0.0,0,MSFT,Microsoft Corporation,2020-03-25
184,148.4,156.66,148.37,156.11,64568100,0.0,0,MSFT,Microsoft Corporation,2020-03-26
185,151.75,154.89,149.2,149.7,56999700,0.0,0,MSFT,Microsoft Corporation,2020-03-27
186,215.78,215.78,211.76,212.91,8732600,0.0,0,BABA,Alibaba Group Holding Limited,2019-12-30
187,212.0,213.64,210.73,212.1,6773600,0.0,0,BABA,Alibaba Group Holding Limited,2019-12-31
188,216.6,219.98,216.54,219.77,15873500,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-02
189,216.35,218.2,216.01,217.0,8604500,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-03
190,214.89,217.16,214.09,216.64,11885500,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-06
191,217.64,218.94,216.69,217.63,9388000,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-07
192,216.6,220.65,216.32,218.0,11959100,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-08
193,221.5,223.08,220.82,221.78,13122500,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-09
194,223.9,225.96,222.06,223.83,12296000,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-10
195,228.81,231.14,227.04,230.48,17544800,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-13
196,230.05,230.18,224.88,226.49,17266900,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-14
197,226.65,227.82,224.39,225.06,10743400,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-15
198,226.3,226.33,222.73,223.94,13700500,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-16
199,225.9,228.0,225.35,227.43,12956200,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-17
200,222.45,222.6,220.73,222.26,15831100,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-21
201,224.69,225.58,222.0,222.37,10059600,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-22
202,217.93,220.13,216.77,219.13,18519900,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-23
203,218.49,219.83,211.32,213.75,18143900,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-24
204,201.22,208.02,199.5,205.47,24574700,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-27
205,209.74,210.91,207.17,210.23,16196700,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-28
206,212.56,213.98,209.52,212.02,12871900,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-29
207,207.88,209.86,205.03,208.58,14376000,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-30
208,206.5,207.93,204.73,206.59,18181400,0.0,0,BABA,Alibaba Group Holding Limited,2020-01-31
209,208.67,215.02,208.67,213.1,14131900,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-03
210,221.35,224.38,220.49,222.88,16695100,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-04
211,226.52,226.7,217.54,220.22,15766100,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-05
212,223.13,223.65,219.78,220.9,10790800,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-06
213,217.46,217.84,214.88,216.53,13790300,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-07
214,213.5,215.77,212.2,215.77,17420300,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-10
215,219.91,220.01,215.29,217.21,16073500,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-11
216,221.13,225.52,220.21,224.31,18671900,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-12
217,220.0,225.0,218.99,220.36,28069700,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-13
218,221.1,221.64,218.23,219.63,10690000,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-14
219,218.55,220.85,217.51,220.52,12987000,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-18
220,221.52,223.56,220.75,222.14,10798100,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-19
221,222.5,222.5,214.22,218.04,14950100,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-20
222,217.54,217.6,211.56,212.59,17681200,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-21
223,203.55,207.28,202.51,206.16,19380200,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-24
224,208.51,209.95,204.1,205.61,18132400,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-25
225,206.8,213.08,206.79,208.74,19482100,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-26
226,205.01,209.97,201.86,205.03,22741200,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-27
227,198.98,208.92,198.56,208.0,31276200,0.0,0,BABA,Alibaba Group Holding Limited,2020-02-28
228,208.59,211.11,203.76,210.98,21542200,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-02
229,211.08,211.39,202.24,207.41,20813800,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-03
230,209.49,212.7,208.85,211.96,12474400,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-04
231,210.0,215.15,209.14,211.46,13462900,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-05
232,206.7,207.0,201.1,204.64,21700500,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-06
233,195.62,199.89,193.93,197.66,25502600,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-09
234,205.53,207.45,200.8,206.39,19022600,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-10
235,201.65,203.1,196.11,198.91,18908200,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-11
236,186.5,190.49,183.93,185.1,30247100,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-12
237,194.9,195.99,187.81,194.0,23650500,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-13
238,176.15,188.0,174.5,178.85,26628500,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-16
239,181.26,189.39,179.69,184.81,19276500,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-17
240,176.0,182.41,170.0,180.0,22054200,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-18
241,179.26,187.25,177.39,180.88,20905700,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-19
242,187.74,188.3,180.0,181.3,21006100,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-20
243,175.27,178.5,169.95,176.34,22554700,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-23
244,183.09,188.8,181.18,185.75,20801500,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-24
245,185.82,195.19,184.51,188.56,19605200,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-25
246,188.64,196.32,187.6,195.32,15416800,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-26
247,189.97,192.74,188.0,188.59,13341000,0.0,0,BABA,Alibaba Group Holding Limited,2020-03-27
248,207.86,207.9,203.9,204.41,10524300,0.0,0,FB,"Facebook, Inc.",2019-12-30
249,204.0,205.56,203.6,205.25,8953500,0.0,0,FB,"Facebook, Inc.",2019-12-31
250,206.75,209.79,206.27,209.78,12077100,0.0,0,FB,"Facebook, Inc.",2020-01-02
251,207.21,210.4,206.95,208.67,11188400,0.0,0,FB,"Facebook, Inc.",2020-01-03
252,206.7,212.78,206.52,212.6,17058900,0.0,0,FB,"Facebook, Inc.",2020-01-06
253,212.82,214.58,211.75,213.06,14912400,0.0,0,FB,"Facebook, Inc.",2020-01-07
254,213.0,216.24,212.61,215.22,13475000,0.0,0,FB,"Facebook, Inc.",2020-01-08
255,217.54,218.38,216.28,218.3,12642800,0.0,0,FB,"Facebook, Inc.",2020-01-09
256,219.2,219.88,217.42,218.06,12119400,0.0,0,FB,"Facebook, Inc.",2020-01-10
257,219.6,221.97,219.21,221.91,14463400,0.0,0,FB,"Facebook, Inc.",2020-01-13
258,221.61,222.38,218.63,219.06,13288900,0.0,0,FB,"Facebook, Inc.",2020-01-14
259,220.61,221.68,220.14,221.15,10036500,0.0,0,FB,"Facebook, Inc.",2020-01-15
260,222.57,222.63,220.39,221.77,10015300,0.0,0,FB,"Facebook, Inc.",2020-01-16
261,222.03,222.29,220.53,222.14,15905900,0.0,0,FB,"Facebook, Inc.",2020-01-17
262,222.16,222.37,219.12,221.44,14275800,0.0,0,FB,"Facebook, Inc.",2020-01-21
263,222.31,222.75,221.28,221.32,12212800,0.0,0,FB,"Facebook, Inc.",2020-01-22
264,220.75,221.49,219.27,219.76,11195000,0.0,0,FB,"Facebook, Inc.",2020-01-23
265,220.8,221.78,216.11,217.94,11905800,0.0,0,FB,"Facebook, Inc.",2020-01-24
266,213.1,216.06,212.5,214.87,13810700,0.0,0,FB,"Facebook, Inc.",2020-01-27
267,216.14,218.74,213.52,217.79,13413800,0.0,0,FB,"Facebook, Inc.",2020-01-28
